id,em portugues,en español
6424,Número total de professores no ensino infantil na rede pública,Número total de maestros/ profesores en la enseñanza infantil en la red pública
6426,Número total de professores no ensino médio na rede pública,Número total de profesores en la enseñanza secundaria en la red pública
6428,Número total de professores removidos no ensino fundamental na rede pública,Número total de profesores/ maestros removidos de la enseñanza primaria en la red pública
6430,Número total de professores removidos no ensino infantil na rede pública,Número total de profesores/ maestros removidos de la enseñanza infantil en la red pública
6432,Número total de professores removidos no ensino médio na rede pública,Número total de profesores removidos en la enseñanza secundaria en la red pública
6434,Número total de profissionais de saúde em atividade,Número total de profesionales de la salud en actividad
6436,Número total de público,Número total de público
6438,Número total de recursos públicos repassados para entidades não-governamentais que prestam serviços de assistência social,Número total de recursos públicos transferidos a entidades no gubernamentales que prestan servicios de asistencia social
6440,Número total de roubos no município,Número total de robos en el  municipio
6442,Número total de salas de cinema da cidade,Número total de salas de cine de la ciudad
6444,Número total de salas de cinema da região,Número total de salas de cine de la región
6446,Número total de salas de show e concerto da cidade,Número total de salas de shows y conciertos de la ciudad
6448,Número total de salas de show e concerto na região,Número total de salas de shows y conciertos en la región
6450,Número total de salas de teatro da cidade,Número total de salas de teatro de la ciudad
6452,Número total de salas de teatro na região,Número total de salas de teatro en la región
6454,Número total de secretarias municipais,Número total de secretarías municipales
6456,Número total de telecentros na região,Número total de telecentros en la región
6458,Número total de unidades básicas de atendimento em saúde no município,Número total de unidades básicas de atención a la salud en el  municipio
6460,Número total de unidades esportivas públicas na região,Número total de unidades deportivas públicas en la región
6462,Número total de vagas no município,Número total de vacantes en el  municipio
6464,Número total do potencial construtivo residencial,Número total del potencial constructivo residencial
6466,"Número total, em kwh, produzido por fonte renovável","Número total, en kwh, producido por fuente renovable"
6468,"Número total, em m², de áreas verdes no município ","Número total, en m², de áreas verdes en el  municipio "
6470,"Número total, em m³, de água perdida","Número total, en m³, de agua perdida"
6472,"Número total, em m³, de esgoto sem tratamento","Número total, en m³, de desagües sin tratamiento"
6474,"Número total, em quilômetros quadrados (km²), de área desmatada","Número total, en kilómetros cuadrados (km²), de área deforestada"
6476,"Número total, em quilômetros quadrados (km²), de área destinada a conservação","Número total, en kilómetros cuadrados (km²), de área destinada a la conservación"
6478,"Número total, em quilos, de resíduo urbano depositado em aterros sanitários","Número total, en kilos, del residuo urbano depositado en terraplenes sanitarios"
6480,Participação do eleitorado nas últimas eleições,Participación del electorado en las últimas elecciones
6482,População até 19 anos,Población de hasta 19 años
6484,População com 10 anos ou mais,Población de 10 años o más
6486,População com 25 anos ou mais,Población de 25 años o más
6488,População com 60 anos ou mais,Población de 60 años o más
6490,População de 5 a 8 anos,Población de 5 a 8 años
6492,População de crianças de 4 a 5 anos,Población de niños de 4 a 5 años
6494,População de menores de 5 anos,Población de menores de 5 años
6496,População feminina com 30 anos ou mais,Población femenina de 30 años o más
6498,População feminina na faixa etária de 15 a 19 anos,Población femenina de 15 a 19 años
6500,População feminina na faixa etária de 15 a 29 anos,Población femenina de 15 a 29 años
6502,População feminina na faixa etária de 20 a 59 anos,Población femenina de 20 a 59 años
6504,População homens,Población hombres
6506,População masculina na faixa etária de 15 a 24 anos,Población masculina de 15 a 24 años
6508,População masculina na faixa etária de 15 a 29 anos,Población masculina de 15 a 29 años
6510,População mulheres,Población mujeres
6512,População na faixa etária de 0 a 14 anos,Población de 0 a 14 años
6514,População na faixa etária de 0 a 3 anos,Población de 0 a 3 años
6516,População na faixa etária de 0 a 4 anos,Población de 0 a 4 años
6518,População na faixa etária de 16 a 24 anos,Población de 16 a 24 años
6520,População na faixa etária de 4 a 17 anos,Población de 4 a 17 años
6522,População na faixa etária de 4 a 6 anos,Población de 4 a 6 años
6528,População urbana,Población urbana
6530,Porcentagem de não negros com pré-natal insuficiente,Porcentaje de no negros con prenatal insuficiente
6532,Porcentagem de negros com pré-natal insuficente,Porcentaje de negros con prenatal insuficiente
6534,Potencial construtivo Previsto na Lei 13.885/04,Potencial constructivo Previsto en la Ley 13.885/04
6536,Produto Interno Bruto (PIB),Producto Interno Bruto (PIB)
6538,Produto Interno Bruto per capita,Producto Interno Bruto per cápita
6540,Quais veículos de comunicação são utilizados para fazer a convocatória?,¿Qué medios de comunicación se utilizan para hacer la convocatoria?
6542,Qual é a periodicidade dos encontros?,¿Cuál es la  periodicidad de los encuentros?
6544,Qual o número de participantes?,¿Cuál es el número de participantes?
6546,Quantidade de edifícios novos e reformados que têm avaliação em termos de critérios de sustentabilidade,Cantidad de edificios nuevos y reformados que tiene evaluación en términos de criterios de sustentabilidad
6548,Quantidade de quilômetros de calçadas consideradas adequadas às exigências legais,Cantidad de kilómetros de aceras consideradas adecuadas para las exigencias legales
6550,Quantidade de secretarias do governo que contam com conselhos municipais,Cantidad de secretarías del gobierno que cuentan con consejos municipales
6552,Quantidade total de quilômetros de calçadas,Cantidad total de kilómetros de aceras
6554,Renda per capita do município,Renta per cápita del municipio
6556,"Rendimento médio proveniente do trabalho, em reais.","Renta media proveniente del trabajo, en reales."
6558,Resultado da aferição da qualidade da água do rio Capibaribe nas duas estações de amostragem de monitoramento,Resultado de la verificación de la calidad del agua del río Capibaribe en las dos estaciones de muestreo de monitoreo
6560,Taxa média de desemprego de jovens de 15 a 29 anos,Tasa media de desempleo de jóvenes de 15 a 29 años
6562,Taxa média de desemprego no município,Tasa media de desempleo en el municipio
6564,Total das compras efetuadas pelo Município em reais,Total de las  compras efectuadas por el Municipio en reales
6566,Total de água tratada do município,Total de agua tratada del municipio
6568,Total de analfabetos com 15 anos ou mais,Total de analfabetos con 15 años o más
6570,Total de Compras Públicas Sustentáveis em reais,Total de Compras Públicas Sustentables en reales
6572,Total de domicílios da região urbana do município,Total de domicilios de la región urbana del municipio
6574,Total de emissões transformadas em CO2 equivalente,Total de emisiones transformadas en CO2 equivalente
6576,Total de energia produzida pelo município.,Total de energía producida por el municipio.
6578,Total de funcionários do município,Total de empleados del municipio
6580,Total de indivíduos até 19 anos com ensino médio concluído,Total de individuos de hasta 19 años con enseñanza secundaria concluida
6582,Total de indivíduos com 25 anos ou mais com ensino superior concluído,Total de individuos de 25 años o más con enseñanza superior concluida
6584,Total de indivíduos de 4 a 17 anos na escola,Total de individuos de 4 a 17 años en la escuela
6586,Total de indivíduos de 5 até 8 anos (inclusive) plenamente alfabetizados,Total de individuos de 5 hasta 8 años (inclusive) plenamente alfabetizados
6588,Total de inscritos no vestibular do município,Total de inscriptos en el  curso preuniversitario del municipio
6590,Total de mortes com bicicleta no município,Total de muertes con bicicleta en el  municipio
6592,Total de mortes de ocupantes de automóveis e caminhonetes,Total de muertes de ocupantes de automóviles y camionetas
6594,Total de mortes de ocupantes de motocicleta,Total de muertes de ocupantes de motocicletas
6596,Total de mortes por atropelamentos no município,Total de muertes por atropellamientos en el  municipio
6598,Total de quilos reciclados de resíduo urbano,Total de kilos reciclados de residuo urbano
6600,Total de resíduos urbano gerado pelo município,Total de residuos urbanos generados por el municipio
6602,"Total de resíduos urbano, em quilos, gerado pelo município","Total de residuos urbanos, en kilos, generados por el municipio"
6604,Total de secretarias do governo,Total de secretarías del gobierno
6606,Total de vagas estipuladas pela lei para aprendizes,Total de vacantes estipuladas por la ley para aprendices
6608,Total de vagas oferecidas para atividades públicas de prática esportiva orientada,Total de vacantes ofrecidas para actividades públicas de práctica deportiva orientada
6610,Total dos investimentos no município,Total de las inversiones en el  municipio
6612,"Total gerado de esgoto, em m³","Total generado de desagües, en m³"
6614,Total mensal da frota de ônibus municipais na cidade,Total mensual de la flota de autobuses municipales en la ciudad
6616,Total mensal da frota de veículos na cidade,Total mensual de la flota de vehículos en la ciudad
6618,Total orçado no município,Total presupuestado en el  municipio
6620,Valor atualizado do município,Valor actualizado del municipio
6622,Valor da dívida consolidada líquida,Valor de la deuda consolidada neta
6624,Valor do orçamento atualizado,Valor del presupuesto actualizado
6626,Valor do orçamento atualizado na secretaria,Valor del presupuesto actualizado en la secretaría
6628,Valor do orçamento atualizado na subprefeitura,Valor del presupuesto actualizado en la sub alcaldía
6630,Valor do orçamento liquidado,Valor del presupuesto liquidado
6632,Valor do orçamento liquidado correspondente ao gasto público com saúde,Valor del presupuesto liquidado correspondiente al gasto público con salud
6634,Valor do orçamento liquidado do município,Valor del presupuesto liquidado del municipio
6636,Valor do orçamento orçado,Valor del presupuesto presupuestado
6638,Valor do orçamento orçado na secretaria,Valor del presupuesto presupuestado en la secretaría
6640,Valor do orçamento orçado na subprefeitura,Valor del presupuesto presupuestado en la sub alcaldía
6642,Valor do orçamento previsto,Valor del presupuesto previsto
6644,Valor total do orçamento da área de transporte do município,Valor total del presupuesto del área de transporte del municipio
6646,"Valor total do orçamento, em reais, decidido de forma participativa","Valor total del presupuesto, en reales, decidido en forma participativa"
6648,"Valor total do orçamento, em reais, destinado a transporte público","Valor total del presupuesto, en reales, destinado al transporte público"
6650,"Valor total, em reais, destinados às campanhas de educação cidadã","Valor total, en reales, destinado a las campañas de educación ciudadana"
6652,Velocidade do trânsito nos horários de pico da manhã na cidade,Velocidad del tránsito en los horarios pico de la mañana en la ciudad
6654,Velocidade do trânsito nos horários de pico da tarde na cidade,Velocidad del tránsito en los horarios pico de la tarde en la ciudad
6656,Velocidade média nos corredores de ônibus nos horários de pico,Velocidad media en los corredores de autobuses en los horarios pico
6658,Verba total destinada a comunicação/publicidade,Fondo total destinado a la comunicación/publicidad
6662,Área total do município em quilômetros quadrados (km²),Área total del municipio en kilómetros cuadrados (km²)
6664,"Número total, em quilômetros quadrados (km²), de área destinada a conservação","Número total, en kilómetros cuadrados (km²), de área destinada a la conservación"
6698,Ubiratã - Secretaria da Educação,Ubiratã - Secretaría de Educación
6720,IBGE - Censo 2010,IBGE - Censo 2010
6763,prefeitura municipal de ubirata,Alcaldía Municipal de Ubiratã
6764,prefeitura municipal de ubirata,Alcaldía Municipal de Ubiratã
6772,Mensal,Mensual
6824,IBGE CENSO 2010,IBGE CENSO   2010
14307,Manter o percentual zerado de óbito materno.,Mantener el porcentaje en cero de óbitos maternos.
6768,"Em Ubiratã existe uma grande miscigenação de seu povo, sendo bastate diversificada a origem genética das pessoas. São descendentes asiáticos, europeus, indígenas e africanos, e normalmente as pessoas não se identificam pela cor de sua pele ou descendência. Porém, por estimativa, considerando uma pesquisa informal realizada, constatamos que aproximadamente 150 pessoas que trabalham no governo do municipio possuem origem africana.","En Ubiratã existe una gran mezcla de razas de su pueblo, y está bastante diversificado el origen genético de las  personas. Son descendientes asiáticos, europeos, indígenas y africanos, y normalmente las personas no se identifican por el color de su piel o descendencia. Pero, estimativamente, considerando una encuesta informal realizada, constatamos que aproximadamente 150 personas que trabajan en el  gobierno del municipio poseen origen africano."
6770,Ubiratã - Secretaria da Assistência Social,Ubiratã - Secretaría de Asistencia Social
6776,"familias com renda de 140,00 per capta","familias con renta de 140,00 per cápita"
6778,Sua sessão expirou.,Su sesión expiró.
6822,"PMC/SGM, IPPUC","PMC/SGM, IPPUC"
6826,A quantidade se refer a o total de vias do Município.,La cantidad se refiere al total de vías del Municipio.
6828,"O valor se refere a soma de seguintes vias: asfalto, calçadão, blocos de concreto, concreto, concreto rolado e paralelipípedos","El valor se refiere a la suma de las siguientes vías: asfalto, peatonales, bloques de cemento, concreto, canto rodado y adoquines"
6840,O município não dispõe de dados comparativos para aferir desmatamento.,El municipio no dispone de datos comparativos para calcular la deforestación.
6842,SMMA/IPPUC,SMMA/IPPUC
6844,"Consideradas apenas as unidades de conservação (UC), não foram computados as área de APP (Passaúna e Iguaçu)","Consideradas solamente las unidades de conservación (UC), no fueron computadas las áreas de APP (Pasaúna e Iguaçu)"
6846,FESTIVAL DOS CORDÕES JUNINOS DE ABAETETUBA,FESTIVAL De LOS CORDONES JUNINOS DE ABAETETUBA
6868,Aviso,Aviso
6922,visualizar indicadores por eixo,visualizar indicadores por eje
6848,Prefeitura Municipal de Abaetetuba / Secretaria Municipal de Assistência Social,Alcaldía Municipal de Abaetetuba / Secretaría Municipal de Asistencia Social
6850,"<div style=""text-align: justify;"">Quatro (4) brinquedotecas dos CRAS decoradas e mobiliadas com material reciclável.</div><div style=""text-align: justify;"">450 famílias que na sua maioria vem desenvolvendo a atividade para melhorar a renda familiar, comprovando que o artesanato com material reciclável e recursos naturais, além de se apresentar como uma estratégia desenvolvimento sustentável, também pode contribuir para a conquista da autonomia produtiva das famílias envolvidas.</div>","<div style=""text-align: justify;"">Cuatro (4) juegotecas de los CRAS decoradas y amuebladas con material reciclable.</div><div style=""text-align: justify;"">450 familias que, la mayoría, viene desarrollando la actividad para mejorar la renta familiar, comprobando que la artesanía con material reciclable y con recursos naturales, además de presentarse como una estrategia de desarrollo sustentable, también puede contribuir con la  conquista de la autonomía productiva de las  familias involucradas.</div>"
6852,"<div>Prefeitura Municipal de Abaetetuba: Mantenedora dos programas sócio assistências.</div><div>Instituto Federal de Educação, Ciência e Tecnologia do Pará-IFPA: Divulgação e reprodução de Mídia Impressa.</div><div>Panificadora Guajará: Aquisição de lanches.</div><div>Cerpa Fruity: Fornecimento de mesas, cadeiras e stand's.</div><div>ASSEMB- Associação das Empresas de Mineração e Metalurgia de Barcarena: Subvenção Social.</div><div>Casa do Cimento: Subvenção Social.</div><div>Açougue e Mercadinho São João Batista: Subvenção Social.</div>","<div>Alcaldía Municipal de Abaetetuba: Mantenedora de los programas socio-asistenciales.</div><div>Instituto Federal de Educação, Ciência e Tecnologia do Pará-IFPA: Divulgación y reproducción de Medios Impresos.</div><div>Panificadora Guajará: Adquisición de meriendas.</div><div>Cerpa Fruity: Provisión de mesas, sillas y stands.</div><div>ASSEMB- Associação das  Empresas de Mineração e Metalurgia de Barcarena: Subvención Social.</div><div>Casa do Cimento: Subvención Social.</div><div>Açougue e Mercadinho São João Batista: Subvención Social.</div>"
6854,ATITUDES QUE TRANSFORMAM VIDAS,ACTITUDES QUE TRANSFORMAN VIDAS
6856,"<div style=""text-align: justify;"">Ministério do Desenvolvimento Social e Combate à Fome: recursos financeiros para manutenção das ações;</div><div style=""text-align: justify;"">Serviço nacional de Aprendizagem Comercial - SENAC: oferta de oficinas;</div>","<div style=""text-align: justify;"">Ministério do Desenvolvimento Social e Combate à Fome: recursos financieros para mantenimiento de las acciones;</div><div style=""text-align: justify;"">Serviço Nacional de Aprendizagem Comercial - SENAC: oferta de talleres;</div>"
6858,Indicadores separados por região,Indicadores separados por región
6860,visualizar indicadores por região,visualizar indicadores por región
6862,Exibir indicadores sem dados,Exhibir indicadores sin datos
6864,Confirmação,Confirmación
6866,Você irá excluir permanentemente esse registro.<br />Continuar?,Usted va a excluir permanentemente este registro.<br />¿Continuar?
6890,"O GBC não dipsponibiliza dados de Curitiba, enão há outras fontes.","El GBC no dispone de datos de Curitiba, y no hay otras fuentes."
6914,Nova Faixa,Nuevo Intervalo
6934,"O IAP não realiza medição de PM2,5, apenas PM10","El IAP no realiza medición de PM2,5, solamente PM10"
7002,Email,E-mail
7006,Senha,Contraseña/ Clave
7010,Confirmar Senha,Confirmar Contraseña/ Clave
7014,Endereço,Dirección
7020,Estado,Estado
7024,Bairro,Barrio
7032,Telefone,Teléfono
7036,Email de Contato,E-mail para Contacto
7040,Telefone de Contato,Teléfono para Contacto
7044,Nome do responsável pelo cadastro,Nombre del responsable por el registro
7048,Resumo da Cidade (texto),Resumen de la Ciudad (texto)
7052,Carta Compromisso (PDF),Carta Compromiso (PDF)
7056,Programa de Metas (PDF),Programa de Metas (PDF)
7060,Imagem do perfil da cidade,Imagen del perfil de la ciudad
14311,Operação efetuada com sucesso.,Operación efectuada con éxito.
7070,Login inválido,Login inválido
7072,Aviso,Aviso
7074,As linhas das variações foram misturadas com as da cidade.,Las líneas de las variaciones fueron mezcladas con las de la ciudad.
7086,Secretaria da Educação de são Caetano do Sul,Secretaría de Educación de São Caetano do Sul
7212,Secretaria de Meio Ambiente e Sustentabilidade,Secretaría de Medio Ambiente y Sustentabilidad
7216,PREFEITURA MUNICIPAL DE ABAETETUBA - SECRETARIA MUNICIPAL DE AGRICULTURA (SEMAGRI),PREFEITURA MUNICIPAL DE ABAETETUBA - SECRETARÍA MUNICIPAL DE AGRICULTURA (SEMAGRI)
7218,"<div style=""text-align: justify;"">Envolver as famílias que se encontram em situação de risco pessoal e social residentes na zona rural em atividades de criações&nbsp;domésticas de pequenos e médios animais de forma individualizada e grupal, visando à melhoria genética dos plantéis e o aumento de produção e produtividade contribuindo para o combate da fome e da miséria.</div>","<div style=""text-align: justify;"">Incluir a las familias que se encuentran en situación de riesgo personal y social residentes en la zona rural en actividades de criaciones&nbsp;domésticas de animales pequeños y medianos de forma individualizada y grupal, buscando a la mejora genética de los planteles y el aumento de la producción y la productividad contribuyendo con el combate del hambre y de la miseria.</div>"
7220,INCENTIVO A CRIAÇÃO DE PEQUENOS E MÉDIOS ANIMAIS,INCENTIVE LA CREACIÓN DE ANIMALES PEQUEÑOS Y MEDIANOS
7222,"<div style=""text-align: justify;"">O projeto é executado pela SEMAGRI em parceria com lideranças de comunidades, algumas formas associativas representativas das localidades e com equipes técnicas da Secretaria de Assistência Social (SEMAS) e a comissão de segurança alimentar. As parcerias atuam na mobilização de comunidades para alcance dos benefícios e também no monitoramento das atividades.</div>","<div style=""text-align: justify;"">El proyecto es ejecutado por la SEMAGRI en sociedad con los líderes de comunidades, algunas formas asociativas representativas de las localidades y con equipos técnicos de la Secretaría de Asistencia Social (SEMAS) y la  comisión de seguridad alimentaria. Las asociaciones actúan en la movilización de comunidades para alcanzar los beneficios y también en el  monitoreo de las  actividades.</div>"
7226,"<span style=""text-align: justify;"">Prefeitura Municipal de Abaetetuba/ Secretaria Municipal de Educação/ Secretaria Municipal de Assistência Social</span>","<span style=""text-align: justify;"">Prefeitura Municipal de Abaetetuba/ Secretaría Municipal de Educación/ Secretaría Municipal de Asistencia Social</span>"
7248,"Implantação de um centro cultural na cidade, voltado para o resgate da cultura e história, bem como a preservação da identidade local","Implantación de un centro cultural en la ciudad, volcado al rescate de la cultura y la historia, así como la  preservación de la identidad local"
7298,Secretaria de Administração,Secretaría de Administración
7228,"<div style=""text-align: justify;"">OBJETIVO GERAL:</div><div style=""text-align: justify;""> Proporcionar momentos de formação, interação, desenvolvimento e descoberta de talentos.</div><div style=""text-align: justify;"">OBJETIVOS ESPECÍFICOS:</div><div style=""text-align: justify;""> Despertar o fascínio pelo mundo da leitura;</div><div style=""text-align: justify;""> Desenvolver o raciocínio, a lógica, o comportamento e a concentração do aluno participante, por meio do aprendizado básico do xadrez.</div>","<div style=""text-align: justify;"">OBJETIVO GENERAL:</div><div style=""text-align: justify;""> Proporcionar momentos de formación, interacción, desarrollo y descubrimiento de talentos.</div><div style=""text-align: justify;"">OBJETIVOS ESPECÍFICOS:</div><div style=""text-align: justify;""> Despertar el interés por el mundo de la lectura;</div><div style=""text-align: justify;""> Desarrollar el razonamiento, la  lógica, el comportamiento y la  concentración del alumno participante, por medio del aprendizaje básico de ajedrez.</div>"
7230,ARTE E CIÊNCIA NO PALCO NA VIDA,ARTE Y CIENCIA EN EL ESCENARIO EN LA VIDA
7232,"<div style=""text-align: justify;"">Prefeitura Municipal de Abaetetuba/ Secretaria Municipal de Educação/ Secretaria Municipal de Assistência Social e Escolas Municipais., BANCO DA AMAZÔNIA</div>","<div style=""text-align: justify;"">Prefeitura Municipal de Abaetetuba/ Secretaría Municipal de Educación/ Secretaría Municipal de Asistencia Social y Escuelas Municipales., BANCO  DA AMAZÔNIA</div>"
7234,"<div style=""text-align: justify;""><span class=""Apple-tab-span"" style=""white-space:pre"">	</span>Atendimento de aproximadamente 296 crianças durante o ano letivo matriculadas na rede pública municipal de ensino, apresentando bom rendimento escolar.</div><div style=""text-align: justify;""> O projeto é monitorado por 12 artes educadoras nas diferentes modalidades: Ballet, JAZZ, Danças Parafolclóricas, Teatro, Literatura Infantil, Artes Plásticas, Xadrez e Ciências.</div>","<div style=""text-align: justify;""><span clas=""Apple-tab-span"" style=""white-space:pre"">	</span>Atención de aproximadamente 296 niños durante el año lectivo matriculados en la red pública municipal de enseñanza, presentando buen rendimiento escolar.</div><div style=""text-align: justify;""> El proyecto está monitoreado por 12 educadoras de artes en las diferentes modalidades: Ballet, JAZZ, Danzas Parafolclóricas, Teatro, Literatura Infantil, Artes Plásticas, Ajedrez y Ciencias.</div>"
7238,Prefeitura Municipal de Abaetetuba/ Secretaria Municipal de Educação- Coordenação de Educação Especial.,Prefeitura Municipal de Abaetetuba/ Secretaría Municipal de Educación- Coordinación de Educación Especial.
7240,PROFESSOR CUIDADOR,PROFESOR CUIDADOR
7242,<div>2009- Implantação do Projeto e Formação Continuada.</div><div>2010-Implementação e Formação Continuada.</div><div>2011-Implementação e Formação Continuada.</div><div>2012-Implementação e Formação Continuada.</div><div>2013-Implementação e Formação Continuada</div>,<div>2009- Implantación del Proyecto y Formación Continua.</div><div>2010-Implementación y Formación Continua.</div><div>2011-Implementación y Formación Continua.</div><div>2012-Implementación y Formación Continua.</div><div>2013-Implementación y Formación Continua</div>
7244,"<div style=""text-align: justify;"">No ano de 2009 a Coordenação de Educação Especial da Secretaria de Educação do município de Abaetetuba, diante dos relatos dos professores a respeito das dificuldades encontradas para desenvolverem um trabalho pedagógico de qualidade junto aos alunos com deficiência incluídos no ensino comum, propôs a implantação e a regularização da função de PROFESSOR CUIDADOR no quadro do magistério municipal, oportunizando a estes alunos uma aprendizagem significativa, concretizando os princípios da inclusão educacional.</div>","<div style=""text-align: justify;"">En el año 2009 la Coordinación de Educación Especial de la Secretaría de Educación del municipio de Abaetetuba, ante los relatos de los profesores al respecto de las dificultades encontradas para desarrollar un trabajo pedagógico de calidad con los alumnos con deficiencias incluidos en la enseñanza común, propuso la implantación y la regularización de la función de PROFESOR CUIDADOR en el  cuadro del magisterio municipal, dándoles estos alumnos la oportunidad de un aprendizaje significativo, concretando los principios de la inclusión educacional.</div>"
7246,Secretaria de Administração,Secretaría de Administración
7250,Prefeitura Municipal de Abaetetuba/ Secretaria Municipal de Educação - Coordenação de Educação Especial.,Prefeitura Municipal de Abaetetuba/ Secretaría Municipal de Educación - Coordinación de Educación Especial.
7252,"<div style=""text-align: justify;"">OBJETIVO GERAL</div><div style=""text-align: justify;"">Proporcionar às famílias que tem filhos com deficiência auditiva a convivência para o aprendizado e desenvolvimento de Libras, tornando o relacionamento familiar mais agradável e inclusivo.</div><div style=""text-align: justify;""><div>ESPECÍFICOS</div><div>1. Possibilitar uma convivência democrática e autônoma;</div><div>2. Dialogar com seus familiares;</div><div>3. Expressar seus desejos, sonhos, pensamentos, angústias;</div><div>4. Elevar a estima;</div><div>5. Viabilizar o aconselhamento, formação de valores, assim como o entendimento dos seus direitos e deveres.</div></div>","<div style=""text-align: justify;"">OBJETIVO GENERAL</div><div style=""text-align: justify;"">Proporcionar a las familias que tienen hijos con deficiencias auditivas la convivencia para el aprendizaje y desarrollo de Libras, tornando la relación familiar más agradable y inclusiva.</div><div style=""text-align: justify;""><div>ESPECÍFICOS</div><div>1. Permitir una convivencia democrática y autónoma;</div><div>2. Dialogar con sus familiares;</div><div>3. Expresar sus deseos, sueños, pensamientos, angustias;</div><div>4. Elevar la estima;</div><div>5. Viabilizar el consejo, la formación de valores, así como el entendimiento de sus derechos y deberes.</div></div>"
7254,LIBRAS EM FAMÍLIA,LIBRAS EN FAMILIA
7256,<div>2009- Implantação do Projeto (01 turma).</div><div>2012-Implementação do Projeto (03 turmas).</div><div>2013-Implementação do Projeto – Previsão de início (abril de 2013)</div>,<div>2009- Implantación del Proyecto (01 grupo).</div><div>2012-Implementación del Proyecto (03 grupos).</div><div>2013-Implementación del Proyecto – Previsión de inicio (abril de 2013)</div>
7258,"<div style=""text-align: justify;"">A Coordenação de Educação Especial da Secretaria de Educação do município de Abaetetuba apresenta o Projeto LIBRAS EM FAMÍLIA, visando proporcionar as famílias de alunos com deficiência auditiva o aprendizado e desenvolvimento de Libras, tornando o relacionamento familiar mais agradável, harmônico, democrático e inclusivo.</div>","<div style=""text-align: justify;"">La Coordinación de Educación Especial de la Secretaría de Educación del municipio de Abaetetuba presenta el Proyecto LIBRAS EN FAMILIA, buscando proporcionar a las familias de alumnos con deficiencias auditivas el aprendizaje y desarrollo de Libras, tornando la relación familiar más agradable, armónica, democrática e inclusiva.</div>"
7262,PREFEITURA MUNICIPAL DE ABAETETUBA - SECRETARIA MUNICIPAL DE SAÚDE,PREFEITURA MUNICIPAL DE ABAETETUBA - SECRETARIA MUNICIPAL DE SAÚDE
7264,"<div style=""text-align: justify;"">&nbsp; &nbsp; &nbsp;Reduzir a incidência do HIV/AIDS e outras DST’s;</div><div style=""text-align: justify;""> Promover a qualidade de vida das pessoas vivendo com HIV/AIDS;</div><div style=""text-align: justify;""> Reduzir o estigma e os demais impactos sociais negativos;</div><div style=""text-align: justify;""> Respeitar a diversidade sexual, racial,étnica, social,econômica e cultural, a cidadania e os direitos humanos;</div><div><div style=""text-align: justify;"">&nbsp; &nbsp; Favorecer o acesso das comunidades mais distantes e populações vulneráveis aos serviços de prevenção e tratamento da HIV/AIDS e outras DST's.</div><div style=""text-align: justify;""> Proporcionar informação e conhecimento sobre HIV/AIDS e outras DST’s;</div></div>","<div style=""text-align: justify;"">&nbsp; &nbsp; &nbsp;Reducir la  incidencia del HIV/AIDS y otras DST’s;</div><div style=""text-align: justify;""> Promover la calidad de vida de las  personas que viven con HIV/AIDS;</div><div style=""text-align: justify;""> Reducir el estigma y los demás impactos sociales negativos;</div><div style=""text-align: justify;""> Respetar la  diversidad sexual, racial, étnica, social, económica y cultural, la ciudadanía y los derechos humaños;</div><div><div style=""text-align: justify;"">&nbsp; &nbsp; Favorecer el acceso de las  comunidades más distantes y las poblaciones vulnerables a los servicios de prevención y tratamiento de HIV/AIDS y otras DST's.</div><div style=""text-align: justify;""> Proporcionar información y conocimiento sobre HIV/AIDS y otras DST’s;</div></div>"
7266,CENTRO DE TESTAGEM E ACONSELHAMENTO: CTA ITINERANTE,CENTRO  DE PRUEBAS Y CONSEJOS: CTA ITINERANTE
14317,user,usuario
7268,"<div style=""text-align: justify;"">&nbsp; &nbsp; &nbsp; Ministério da Saúde</div><div style=""text-align: justify;""> Secretaria de Saúde do Estado: Unidade de Referência Especializada Materno Infantil (UREMIA) e Unidade de Referência Especializada em Doenças Infecto Contagiosas (UREDIPE);</div><div style=""text-align: justify;""> Coordenação Estadual de DST/HIV/AIDS.</div>","<div style=""text-align: justify;"">&nbsp; &nbsp; &nbsp; Ministerio de Salud</div><div style=""text-align: justify;""> Secretaría de Salud del Estado: Unidad de Referencia Especializada Materno Infantil (UREMIA) y Unidad de Referencia Especializada en Enfermedades Infecto-Contagiosas (UREDIPE);</div><div style=""text-align: justify;""> Coordinación Estadual de DST/HIV/AIDS.</div>"
7296,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO PLANEJAMENTO E FINANÇAS - SETOR - CONTABILIDADE,SECRETARÍA MUNICIPAL DE ADMINISTRACIÓN  PLANEAMIENTO Y FINANZAS - SECTOR - CONTABILIDAD
7270,"<div style=""text-align: justify;"">&nbsp; &nbsp; &nbsp; &nbsp;Redução dos índices de transmissibilidade da infecção pelo HIV;</div><div style=""text-align: justify;""> Maior aceitação por familiares e comunidades em relação as pessoas infectadas.</div><div style=""text-align: justify;""> 2328 pessoas foram atendidas no CTA no ano de 2013.</div>","<div style=""text-align: justify;"">&nbsp; &nbsp; &nbsp; &nbsp;Reducción de los índices de transmisibilidad de la infección por HIV;</div><div style=""text-align: justify;""> Mayor aceptación por familiares y comunidades con relación a las personas infectadas.</div><div style=""text-align: justify;""> 2328 personas fueron atendidas en el  CTA durante el año 2013.</div>"
7272,SANTA ROSA CURUMIM,SANTA ROSA CURUMIM
